,Title,Hymn
164,"<title>ELESE, o ha gan ise - Yoruba Baptist Hymns</title>","<p>1. ELESE, o ha gan ise<br/>
T’ a f’ anu ran lat’ oke<br/>
Ohun jeje l’ O fi ranse,<br/>
Oro Re kun fun ife;<br/>
Te ‘ti lele,<br/>
Ise Re kun fun ife.</p> <p>2. Gbo awon ojise rere,<br/>
Nwon nj’ ise Oba Sion;<br/>
“Idariji fun elese<br/>
L’ ofe, l’ oruko Jesu,”<br/>
B’ o ti po to,<br/>
‘Dariji l’ oruko Re.</p> <p>3. F’ okan itanje at’ eru,<br/>
Nwon mu ‘bale aiya wa,<br/>
Nwon wa fi ise itunu,<br/>
Le omije nyin kuro;<br/>
Ojise ‘re,<br/>
Nu omije nu kuro.</p> <p>4. Tani ti gba ihin wa gbo?<br/>
Tani gb’ oro ayo na?<br/>
T’ o gba ihin ‘dariji mu,<br/>
Ti Oluwa na si yin?<br/>
E ha le gan<br/>
Ore, anu Oluwa.</p> "
165,"<title>BABA mi, 'gba mo nsako lo - Yoruba Baptist Hymns</title>","<p>1. BABA mi, ‘gba mo nsako lo,<br/>
Kuro l’ ona Re l’ aiye yi;<br/>
Ko mi kin le bayi pe,<br/>
Se ‘fe Tire.</p> <p>2. B’ ipin mi l’ aiye ba buru,<br/>
Ko mi ki ngba, ki nmase kun!<br/>
Ki ngbadua t’ o ko mi, wipe,<br/>
Se ‘fe Tire.</p> <p>3. B’ o ku emi nikansoso,<br/>
Ti ara on ore ko si;<br/>
N’ iteriba ngo ma wipe,<br/>
Se ‘fe Tire.</p> <p>4. B’ O fe gba ohun owo mi,<br/>
Ohun t’ o se owon fun mi,<br/>
Ngo fi fun O, se Tire ni?<br/>
Se ‘fe Tire.</p> <p>5. Sa fi Emi Re tu mi ninu,<br/>
Ki On k’ o si ma ba mi gbe;<br/>
Eyit’ o ku, o d’ owo Re,<br/>
Se ‘fe Tire.</p> <p>6. Tun ‘fe mi se l’ ojojumo,<br/>
K’ o si mu ohun na kuro,<br/>
Ti ko je k’ emi le wipe,<br/>
Se ‘fe Tire.</p> <p>7. Nje ‘gbat t’ emi mi pin l’ aiye,<br/>
N’ilu t’ o dara ju aiye,<br/>
L’ emi o ma ko’rin titi,<br/>
Se ‘fe Tire.</p> "
166,<title>OKAN apata tuba - Yoruba Baptist Hymns</title>,"<p>1. OKAN apata tuba,<br/>
K’ eje Jesu mu o ro:<br/>
Wo ara Re ti a gun,<br/>
Wo bi eje ti bo O,<br/>
Elese, kil’ o se yi?<br/>
O kan mo agbelebu.</p> <p>2. Loto, ese re lo se,<br/>
L’o kan ‘so t’o mumo ‘gi,<br/>
L’o fie gun de l’ ade,<br/>
L’o fie oko s’ egbe Re;<br/>
O s’ okan Re d’ etutu,<br/>
Ni kiku fun elese.</p> <p>3. Eje Re y’o j’ asan bi?<br/>
O ha le d’ oju iku?<br/>
Tun si oju ogbe Re?<br/>
Se agbalebu otun?<br/>
Beko, ngo ko ese mi,<br/>
Tuba, iwo, okan mi.</p> "
167,"<title>MO ti se 'leri, Jesu - Yoruba Baptist Hymns</title>","<p>1. MO ti se ‘leri, Jesu,<br/>
Lati sin O d’ opin;<br/>
Ma wa lodo mi titi,<br/>
Baba mi, Ore mi,<br/>
Emi k’ y’o beru ogun,<br/>
B’ Iwo ba sunmo mi,<br/>
Emi ki y’o si sina,<br/>
B’ O ba f’ ona han mi.</p> <p>2. Je kin mo p’ O sunmo mi,<br/>
‘Tor’ ibaje aiye;<br/>
Aiye fe gba okan mi,<br/>
Aiye fe tan mi je,<br/>
Ota yi mi kakiri,<br/>
L’ ode ati ninu;<br/>
Sugbon Jesu sunmo mi,<br/>
Dabobo okan mi.</p> <p>3. Je ki emi k’ o ma gbo,<br/>
Ohun Re, Jesu mi,<br/>
Ninu igbi aiye yi,<br/>
Titi nigbagbogbo,<br/>
So k’ o f’ okan mi bale,<br/>
Te ‘ri okan mi ba;<br/>
So k’ emi le gbo Tire,<br/>
‘Wo Olutoju mi.</p> <p>4. ‘Wo ti se ‘leri Jesu<br/>
F’ awon t’ o tele O,<br/>
Pe ibikibi t’ O wa,<br/>
L’ awon yio si wa;<br/>
Mo ti se ‘leri Jesu,<br/>
Lati sin O d’ opin,<br/>
Je kin ma to O lehin,<br/>
Baba mi, O re mi.</p> <p>5. Je kin ma ri ‘pase Re<br/>
Ki nle ma tele O:<br/>
Agbara Re nikan ni,<br/>
Ti mba le tele O,<br/>
To mi, pe mi, si fa mi,<br/>
Di mi mu de opin<br/>
Si gba mi si odo Re,<br/>
Baba mi, Ore mi.</p> "
168,"<title>A YE si mbe!"" ile Odagutan - Yoruba Baptist Hymns</title>","<p>1. “A YE si mbe!” ile Odagutan,<br/>
Ewa ogo re npe o pe, “Ma bo”,<br/>
Wole, wole, wole nisisiyi.</p> <p>2. Ojo lo tan, orun si fere wo,<br/>
Okunkun de tan, ‘mole nkoja lo;<br/>
Wole, wole, wole nisisiyi.</p> <p>3. Ile iyawo na kun fun ase!<br/>
Wole, wole to Oko-‘yawo lo:<br/>
Wole, wole, wole nisisiyi.</p> <p>4. “Aye si mbe!” ilekun si sile,<br/>
Ilekun ife: iwo kop e ju,<br/>
Wole, wole, wole nisisiyi.</p> <p>5. Wole! Wole! Tire ni ase na,<br/>
Wa gb’ ebun ‘fe aiyeraye l’ ofe!<br/>
Wole, wole, wole nisisiyi.</p> <p>6. Kiki ayo l’o wa nibe; wole!<br/>
Awon angeli npe o fun ade;<br/>
Wole, wole, wole nisisiyi.</p> <p>7. L’ ohun rara n’ ipe ife na ndun!<br/>
Wa, ma jafara, wole ase na,<br/>
Wole, wole, wole nisisiyi.</p> <p>8. O nkun, o nkun! Ile ayo na nkun!<br/>
Yara! Mase pe, ko kun ju fun o,<br/>
Wole, wole, wole nisisiyi.</p> <p>9. K’ ile to su ilekun na le ti!<br/>
‘Gbana, o k’abamo! “Ose! Ose!”<br/>
Ose! Ose! ko s’aye mo, ose!</p> "
169,<title>JESU alail' abawon - Yoruba Baptist Hymns</title>,"<p>1. JESU alail’ abawon,<br/>
O ti f’ eje Re ra mi,<br/>
Nko nani ohunkohun,<br/>
Lehin agbelebu Re.</p> <p>2. Tire nikan ni mo je,<br/>
O fun mi l’ ekun ayo,<br/>
Lati isisiyi lo<br/>
Iyin Re ni ngo ma wa.</p> <p>3. Je ki ngbe itiju Re,<br/>
Ki njewo oruko Re,<br/>
Ki nwa lati tele O,<br/>
Bi mo tile nri egan.</p> <p>4. ‘Gbat’ O ba yo n’nu ogo,<br/>
Ti mo de ile l’ oke,<br/>
Ahon mi yio kigbe pe,<br/>
Tire nikan ni mo je.</p> "
170,<title>ELESE kil' o ni t' o - Yoruba Baptist Hymns</title>,"<p>1. ELESE kil’ o ni t’ o<br/>
Jo ayo onigbagbo?<br/>
Pelu ododo riro,<br/>
Ona re dun to ti ‘wa</p> <p>2. Onisegun t’ o daju<br/>
Ha ntele o l’ ona re,<br/>
Ti mb’ ororo s’ ogbe re,<br/>
Gb’ egun oloro gun o?</p> <p>3. Gbat’ iji ba nku loke,<br/>
O ha ni abo sibe?<br/>
Ipoka re ha le mu,<br/>
Olugbala sunmo o?</p> <p>4. O le t’ ona sisu na<br/>
Laifoya, lojo nla ni?<br/>
O le so t’ ebo t’ a ru?<br/>
Fo lat’ aiye lo s’ orun?</p> "
171,"<title>JI, okan mi, dide giri - Yoruba Baptist Hymns</title>","<p>1. JI, okan mi, dide giri,<br/>
Ma lepa nso kikan;<br/>
F’ itara sure ije yi<br/>
F’ orun, f’ ade iye.</p> <p>2. Awosanma eleri wa,<br/>
Ti nwon nf’ oju sun O;<br/>
Gbagbe irin at’ ehinwa,<br/>
Sa ma te siwaju.</p> <p>3. Olorun nf’ ohun igbera<br/>
K si o lat oke:<br/>
Tikare l’ o npin ere na<br/>
T’ o nnoga lati wo.</p> <p>4. Olugbala, ‘Wo l’ o mu mi<br/>
Bere ije mi yi;<br/>
Nigbat a ba de mi l’ ade,<br/>
Ngo wole l’ ese Re.</p> "
172,<title>LONI ni Jesu pe - Yoruba Baptist Hymns</title>,"<p>1. LONI ni Jesu pe!<br/>
Asako wa;<br/>
A! okan okunkun<br/>
Ma kiri mo.</p> <p>2. Loni ni Jesu pe,<br/>
Tetilele:<br/>
Ni ile owo yi,<br/>
Wole, Jesu.</p> <p>3. Loni ni Jesu pe!<br/>
Sa asala:<br/>
Iji igbesan mbo,<br/>
Iparun mbo.</p> <p>4. Loni ni Emi pe!<br/>
Jowo ‘ra re;<br/>
Ma mu k’ o binu lo,<br/>
Sa anu ni.</p> "
173,"<title>OJISE Krist', dide - Yoruba Baptist Hymns</title>","<p>1. OJISE Krist’, dide,<br/>
E mura fun ‘se na,<br/>
Iri ‘bukun lat’ orun wa<br/>
Ti se s’ ori ile.</p> <p>2. Lo toju alaisan,<br/>
At’ awon ti nsofo,<br/>
Lo s’ odo awon ti nronu,<br/>
K’ o si tu won ninu.</p> <p>3. F’ itara se ‘ranwo<br/>
Fun awon elese,<br/>
Nibit’ ijo mimo nkunle,<br/>
T’ olukoni pe si.</p> <p>4. Fa ‘gbagbo ti nf’ oju<br/>
Adua w’ oke mora,<br/>
Si f’ ife ti ki yipada,<br/>
Ti Jesu bo ‘ra re.</p> <p>5. Gbana ‘wo o pin n’nu<br/>
Oro ti ki baje,<br/>
‘Bukun t’ o wa n’nu ‘hinrere,<br/>
Yio san lala re.</p> "
174,<title>NIBO n' isimi wa - Yoruba Baptist Hymns</title>,"<p>1. NIBO n’ isimi wa<br/>
Fun okan alare?<br/>
Asan ni lati w’ aiye ka,<br/>
Lati wa ‘le okun.</p> <p>2. Aiye ko le fun ni<br/>
Layo t’ a nkedun fun;<br/>
Igba ko tan aiyeraiye,<br/>
Iku ko pin nihin.</p> <p>3. Aiye kan wa loke,<br/>
Lehin tie kun yi,<br/>
Ti a ki fi odun d’ iwon,<br/>
Gbogbo re je ife.</p> <p>4. Iku kan mbe, b’ a ku<br/>
T’ oro re ko duro:<br/>
A! eru ailopin t’o wa<br/>
Yi iku ‘keji ka.</p> <p>5. Oluwa, jo ko wa<br/>
Lati sa fun ‘ku na:<br/>
K’ a ma ba le wa lodo Re,<br/>
A si segbe lailai.</p> "
175,"<title>KO mi, Oluwa mi - Yoruba Baptist Hymns</title>","<p>1. KO mi, Oluwa mi,<br/>
Ki nr’ owo Re yika,<br/>
Ki nsi ma se ohun gbogbo,<br/>
Bi enipe fun O.</p> <p>2. Gbogbo aiye le se<br/>
Alabapin n’nu Re,<br/>
Ko si ise ti ko n’ iyi,<br/>
T’ a se nitori Re.</p> <p>3. Itele ofin Re<br/>
Mu ‘se asan l’ ogo,<br/>
Ise n’ iyi, o’ n’ ibukun,<br/>
T’ o n’ iru ‘pile yi.</p> "
176,<title>GBAT' emi re ba fo lo - Yoruba Baptist Hymns</title>,"<p>1. GBAT’ emi re ba fo lo,<br/>
T’ iku ba siji bo o;<br/>
‘Gbati sa re ba pari,<br/>
Elese n’ bo l’ o yo si?</p> <p>2. ‘Gbati aiye ba koja,<br/>
T’ ojo ‘dajo sunmole,<br/>
Ti ipe nla nib a dun;<br/>
Wi, ni ibo l’ o yo si?</p> <p>3. Gbat’ Onidajo ba de,<br/>
Enit’ a wo l’ agbara,<br/>
T’ elese ba nwariri:<br/>
Nibo li o yoju si?</p> <p>4. Kini y’o re o l’ ekun,<br/>
Nigba ipinju ba de?<br/>
T’ eni ‘re d’ ade ayo,<br/>
Elese, n’bo l’ao ri o?</p> <p>5. Niwon t’ Emi sunmo wa,<br/>
Sa to Olugbala lo,<br/>
Emi re y’o ri isimi,<br/>
O yoju s’ orun rere.</p> "
177,<title>OG' Oluwa j' ohun 'yanu - Yoruba Baptist Hymns</title>,"<p>1. OG’ Oluwa j’ ohun ‘yanu,<br/>
Ona Re si yato;<br/>
Ko si j’ ohun t’ o wu eda,<br/>
Lati fi iyin fun.</p> <p>2. Ibukun ni f’ awon t’ a fun<br/>
L’ oye lati mo pe,<br/>
Olorun wa pelu awon,<br/>
Bi nwon ko tile ri.</p> <p>3. Ibukun ni f’ awon t’ o mo<br/>
‘Biti oto gbe wa,<br/>
Ti nwon si mu ipa rere,<br/>
T’ o wo l’ oju eda.</p> "
178,<title>ASAN n' ireti t' enia ko - Yoruba Baptist Hymns</title>,"<p>1. ASAN n’ ireti t’ enia ko<br/>
Le ori ise won:<br/>
A bi won pel’ okan eri,<br/>
Ebi si n’ iwa won.</p> <p>2. Ki ju, ati ki keferi<br/>
Teriba n’ idake;<br/>
K’ enia jewo ebi won,<br/>
Niwaju Olorun.</p> <p>3. Lasan l’ a ntoro ‘dalare<br/>
Lowo ofin pipe;<br/>
Ilaju at’ idalebi,<br/>
Ni ofin le mu wa.</p> <p>4. Jesu, ore Re ti dun to,<br/>
T’ a ba gbekele O,<br/>
‘Gbagbo wa ri ododo gbe,<br/>
T’ o je k’ elese pe.</p> "
179,<title>SISE tori oru mbo ! Sise li owuro - Yoruba Baptist Hymns</title>,"<p>1. SISE tori oru mbo ! Sise li owuro;<br/>
Sise nigba iri nse, sise n’nu ‘tanna;<br/>
Sise ki osan to pon, sise nigb’ orun nran,<br/>
Sise tori oru mbo ! ‘gb ise o pari.</p> <p>2. Sise tori oru mbo ! Sise l’ osan gangan,<br/>
F’ akoko rere fun ‘se, isimi daju,<br/>
F’ olukuluku igba ni kan lati pamo;<br/>
Sise tori oru mbo ! ‘gb’ ise o pari.</p> <p>3. Sise tori oru mbo ! Orun fere won a;<br/>
Sise gbat’ imole wa, ojo bu lo tan;<br/>
Sise titi de opin, sise titi ale,<br/>
Sise agbat’ ile ba nsu, gb’ ise o pari.</p> "
180,"<title>OLUWA, bawo l' okan mi - Yoruba Baptist Hymns</title>","<p>1. OLUWA, bawo l’ okan mi<br/>
Ti bale lekan ri;<br/>
Mo wa laye laisi ofin,<br/>
Mo seb’ ese mi ku.</p> <p>2. Ireti duro sinsin,<br/>
Sugbon nigb’ ofin de,<br/>
Pelu imole t’ o n’ ipa,<br/>
Mo ri alaiye mi.</p> <p>3. Ebi mi ko han tobi ri,<br/>
Ki nto f’ iberu ri,<br/>
Bi ofin Re ti to, t’ o pe,<br/>
T’ o si je mimo to.</p> <p>4. ‘Gbana l’eru pa okan mi,<br/>
Ese mi tun soji,<br/>
Mo ti bi Olorun ninu,<br/>
Ireti mi si ku.</p> <p>5. Olorun, mo nke lais’ are<br/>
Fun ipa igbala;<br/>
Ja ajaga ese kuro,<br/>
K’ O da eru n’ ide.</p> "
181,"<title>SISE, akoko nlo - Yoruba Baptist Hymns</title>","<p>1. SISE, akoko nlo,<br/>
Se tokantokan;<br/>
Sise, okan nsegbe,<br/>
Sise, oru mbo,<br/>
N’nu ogba Oluwa<br/>
Lo sise loni,<br/>
Ma duro laise nkan,<br/>
Mase jafara.</p> <p>2. N’nu ‘pe t’ o l’ ogo yi,<br/>
Lo gbogbo ojo,<br/>
Sise titi oru<br/>
K’y’o je k’ o se mo,<br/>
Gbana ao gbe ‘se re<br/>
To Oba ogo,<br/>
Li apa angeli,<br/>
Pel’ orin ayo.</p> <p>3. Nib’ awon mimo nsin,<br/>
T’ awon t’ a gba pe,<br/>
Ao gbe tire le ‘le,<br/>
Ni iwaju Re,<br/>
Gbo b’ Oluwa ti nwi<br/>
Lori ite Re,<br/>
Gbat’ a nsan ere re,<br/>
“O seun osise.</p> "
182,<title>ENI 'subu se le - Yoruba Baptist Hymns</title>,"<p>1. ENI ‘subu se le<br/>
Mo loju Olorun,<br/>
Bi O ba tele pipe wa<br/>
Ao subu lab’ egbe.</p> <p>2. Bi O ba fi oju<br/>
Mimo be ‘wa wa wo,,<br/>
A ha le ri awawi fun<br/>
Eyo ese kanso?</p> <p>3. Oke, n’ ibinu Re,<br/>
Ko ibujoko won,<br/>
Aiye wariri, o s’ ipo,<br/>
Awon opo re ye.</p> <p>4. Bawo l’ eni ‘subu<br/>
Se b’ Olorun ro ‘jo?<br/>
Ko s’ enit o le ko loju,<br/>
Laisi eje Jesu.</p> "
183,<title>ARA mi fun 'rugbin rere - Yoruba Baptist Hymns</title>,"<p>1. ARA mi fun ‘rugbin rere,<br/>
Nigba ifunrugbin wa,<br/>
Ma sise l’ oruko Jesu,<br/>
Tit’ On o tun pada, wa,<br/>
Nigbana ni a o f’ayo ka a,<br/>
Olukore a ko won si aba.</p> <p>2. Olugbala pase wipe,<br/>
” Sise nigbat’ o j’ osan<br/>
Oru mbowa,” mura giri,<br/>
Oloko fere de na,</p> <p>3. T’ agba t’ ewe jumo ke pe,<br/>
‘Wo l’ oluranlowo wa;<br/>
Mu ni funrugbin igbagbo,<br/>
K’ a s’ eso itewogba,</p> <p>4. Lala ise fere d’ opin,<br/>
Owo wa fe ba ere;<br/>
B’ O de ninu olanla Re,<br/>
Yio so fun w ape, “Siwo.”</p> "
184,"<title>OLUWA, alaimo l' emi - Yoruba Baptist Hymns</title>","<p>1. OLUWA, alaimo l’ emi,<br/>
Ninu ese l’ a gbe bi mi,<br/>
Eniti mo se lara re<br/>
L’ o fi ese ba aiye je.</p> <p>2. Lojukanna bi a ti mi,<br/>
Eso ese nru fun iku;<br/>
Ofin bere okan pipe;<br/>
Sugbon ara wa dibaje.</p> <p>3. Mo wole ni iwaju Re;<br/>
Ore Re nikan l’ abo mi:<br/>
Ko si asa t’ o le we mi,<br/>
Inu ni egbin nag be wa.</p> <p>4. Olugbala mi, eje Re<br/>
Nikan l’ o le se etutu;<br/>
L’ o le mu mi fun bi yinyin:<br/>
Ipa enia ko le se.</p> <p>5. ‘Gbati ese eyo mi l’ enu,<br/>
Okan mi ko le n’ isimi;<br/>
Je ki ngb’ ohun ‘dariji Re,<br/>
K’o mu egun mi rirun yo.</p> "
185,<title>AO sise ! ao sise! Om' -Olorun ni wa - Yoruba Baptist Hymns</title>,"<p>1. AO sise ! ao sise! Om’ -Olorun ni wa,<br/>
Jek’ a tele ona ti Oluwa wa to;<br/>
K’ a f’ imoran Re so agbara wa d’ otun,<br/>
K’ a fi gbogbo okun wa sise t’ a o se.<br/>
Foriti ! Foriti !<br/>
Foriti ! Foriti !<br/>
K’ a reti, k’ a s’ ona<br/>
Titi Oluwa yio fi de.</p> <p>2. Ao sise ! ao sise ! bo awon t’ ebi npa,<br/>
Ko awon alare lo s’ orisun iye !<br/>
Ninu agbalebu l’ awa o ma s’ ogo,<br/>
Nigbat’ a ba nkede pe, ” Ofe n’ igbala,”</p> <p>3. Ao sise ! ao sise ! gbogbo wa ni yio se,<br/>
Ijoba okunkun at’iro yio fo,<br/>
Ao si gbe oruko Jehofah leke, won,<br/>
Ninu orin iyin wa pe, “Ofe n’ igbala,”</p> <p>4. Ao sise ! ao sise ! I’ agbara Oluwa,<br/>
Agbada at’ ade yio si je ere wa;<br/>
Ile awon oloto yio si je ti wa,<br/>
Gbogbo wa o jo ho pe, “Ofe n’ igbala,”</p> "
186,<title>OLORUN ti fi Jesu se - Yoruba Baptist Hymns</title>,"<p>1. OLORUN ti fi Jesu se<br/>
Etutu fun ese;<br/>
On na l’ okan mi duro ti,<br/>
Ninu igbagbo mi,</p> <p>2. Olorun si ni iyonu<br/>
Si eje Omo Re;<br/>
Omo si ti mu eje na<br/>
Wo ibi mimo lo.</p> <p>3. Nibe ni eje ibuwon<br/>
Nsoro rere fun wa:<br/>
Nibe ni turari didun<br/>
Ti Alufa nla wa.</p> <p>4. Angeli now, enu ya won;<br/>
Nwon si nteri won ba<br/>
Nitori anu Olorun<br/>
T’ o f’ eje gba ni la.</p> <p>5. Emi o ma fi igbagbo<br/>
Sunmo ‘bi mimo yi;<br/>
Ngo ma ko’ rin s’ Olugbala<br/>
Ngo be k’ O gb’ okan mi.</p> <p>6. A ya orin mi si mimo,<br/>
Nipa eje Re na;<br/>
O si dun nipa igbgbo<br/>
O je ‘towo orun.</p> "
187,"<title>YO awon ti nsegbe, sajo eni nku - Yoruba Baptist Hymns</title>","<p>1. YO awon ti nsegbe, sajo eni nku,<br/>
F’ anu ja won kuro ninu ese,<br/>
Ke f’ awon ti nsina, gb’ eni subu ro,<br/>
So fun won pe, Jesu le gba won la,<br/>
Yo awon ti nsegbe, sajo eni nku,<br/>
Alanu ni Jesu, yio gbala.</p> <p>2. Bi nwon o tile gan, sibe O nduro<br/>
Lati gb’ omo t’ o ronupiwada;<br/>
Sa f’ itara ro won, sir o won jeje,<br/>
On o dariji, bi nwon ba gbagbo.</p> <p>3. Yo awon ti nsegbe, – ise tire ni;<br/>
Oluwa yio f’ agbara fun o:<br/>
Fi suru ro won, pada s’ ona toro,<br/>
So f’ asako p’ Olugbala ti ku,</p> "
188,<title>F' ORUK' Olorun loke - Yoruba Baptist Hymns</title>,"<p>1. F’ ORUK’ Olorun loke,<br/>
T’ O l’ agbara at’ ola,<br/>
Olorun ibi gbogbo,<br/>
N’ iyin ati ogo wa.</p> <p>2. F’ oruko Krist’ Oluwa,<br/>
Om’ Olorun ti a bi,<br/>
Krist’ t’ O da ohun gbogbo,<br/>
Ni k’ a san ‘yin ailopin.</p> <p>3. F’ Olorun Emi Mimo,<br/>
Ni k’ iyin pipe w alai,<br/>
Pelu Baba at’ Omo,<br/>
Okan l’ oruko l’ ogo.</p> <p>4. Orin t’ a ti ko koja,<br/>
T’ ao si ma ko lai l’ eyi;<br/>
Ki awon iran ti mbo<br/>
Dapo korin didun na.</p> "
189,<title>AJAGUN Jesu l' emi bi - Yoruba Baptist Hymns</title>,"<p>1. AJAGUN Jesu l’ emi bi,<br/>
At’ omo ehin Re?<br/>
Ngo ha beru lati wasu<br/>
Agbara isin Re?</p> <p>2. Ao ha gbe mi g’ oke orun<br/>
Lori ‘busun ‘rorun,<br/>
Gbati opo ja f’ ere na<br/>
Lori okun eje?</p> <p>3. Ko ha s’ ota lati ba ja?<br/>
Ti mo ni lati ko?<br/>
Aiye ha ba or’-ofe t’y’o<br/>
Mu mi d’ oro Re je?</p> <p>4. Mo ni ja bi ngo ba joba;<br/>
Oluwa, pelu mi;<br/>
Ngo f’ ara da gbogbo ise,<br/>
Pelu iranwo Re.</p> <p>5. B’ awon enia Re tile ku,<br/>
Nwon o segun ‘ja na,<br/>
Nwon ri isegun l’ okere,<br/>
Eru ko sib a won.</p> <p>6. Gb’ ojo t’ o l’ ogo nib a de,<br/>
T’ awon ogun Re ndan;<br/>
Ninu aso ‘segun l’ oke,<br/>
Ogo yio je Tire.</p> "
190,<title>A F' iyin aiku fun - Yoruba Baptist Hymns</title>,"<p>1. A F’ iyin aiku fun<br/>
‘Fe Olorun Baba,<br/>
Fun itunu t’ aiye,<br/>
At’ ireti t’ orun:<br/>
O ran ‘Mo Re aiyeraiye<br/>
Lati ku fun ese t’ a da.</p> <p>2. T’ Olorun Omo ni<br/>
Ogo lailai pelu,<br/>
T’ o f’ eje Re ra wa<br/>
N’nu egbe ainipekun :<br/>
O ye, O joba nisiyi,<br/>
O si nri eso iya Re.</p> <p>3. Wole fun oruko,<br/>
Olorun emi lai,<br/>
Enit’ agbara Re<br/>
So elese d’ aye:<br/>
On l’ o par’ ise ‘gbala wa,<br/>
L’ o si f’ ayo orun k’ okan.</p> <p>4. ‘Wo Olodumare,<br/>
L’ ola ye titi lai,<br/>
Eni Metalokan,<br/>
T’ O tobi, t’ O l’ ogo:<br/>
Nibiti ipa ero pin,<br/>
‘Gbagbo bori, ife sin yin.</p> "
191,"<title>MA so ra, okan mi - Yoruba Baptist Hymns</title>","<p>1. MA so ra, okan mi,<br/>
A won ota dide;<br/>
Ogun ese si mura tan,<br/>
Lati fa o lu ‘le.</p> <p>2. Ma ja, ma gbadura,<br/>
Mase so ‘reti nu;<br/>
Bere l’ otun l’ ojojumo,<br/>
Tor’ agbara l’ oke.</p> <p>3. Ma ro p’ o ti segun,<br/>
Ma si se tu ‘ra ‘le,<br/>
Ise re ki o pin titi<br/>
Iwo o fi gb’ ade.</p> <p>4. Ma ja lo, okan mi,<br/>
Tit’ iku y’o fi de;<br/>
Olorun yio mu o lo ‘le<br/>
Gb’ emi re ba pinya.</p> "
192,<title>OGO fun Olorun Baba - Yoruba Baptist Hymns</title>,"<p>1. OGO fun Olorun Baba,<br/>
Ogo f’ Olorun Omo,<br/>
Ogo fun Olorun Emi,<br/>
Jehofa, Metalokan;<br/>
Ogo, ogo.<br/>
B’ aiyeraiye ti nkoja.</p> <p>2. Ogo fun Enit’ o few a,<br/>
T’ o we abawon wa nu;<br/>
Ogo fun Enit’ o raw a,<br/>
T’ o mu wa ba Onj’ oba;<br/>
Ogo, ogo,<br/>
Fun Od’-agutan t’ a pa.</p> <p>2. “Ogo, ‘bukun, iyin lailai!”<br/>
L’ awon ogun orun nko;<br/>
“Ola, oro, ipa, ‘joba!”<br/>
L’ awon eda fi nyin I,<br/>
Ogo, ogo,<br/>
Fun Oba awon oba.</p> "
193,<title>JESU wipe k' a ma sora - Yoruba Baptist Hymns</title>,"<p>1. JESU wipe k’ a ma sora<br/>
Ni wakati gbogbo,<br/>
O si nf’ emi isoji fun<br/>
Awon t’ o mbere re.</p> <p>2. Jesu wipe ka ma gb’ adua<br/>
K’ a ma ja lais’ are;<br/>
Oluwa, je k’ a gbo ‘pe Re<br/>
Igboran n’ iye wa.</p> <p>3. Jesu wipe k’ a ma so ‘ra<br/>
Akoko na de tan,<br/>
Ti yio pe wa kuro l’ aiye,<br/>
S’ ibugbe wa orun.</p> <p>4. Jesu, a fe ma gb’ adura,<br/>
A fe ma gb’ ohun Re,<br/>
A fe ma rin n’nu ‘lana Re,<br/>
Sib’ ayo ailopin.</p> "
194,"<title>EMI anu, oto, ife - Yoruba Baptist Hymns</title>","<p>1. EMI anu, oto, ife,<br/>
Ran agbara Re t’ oke wa;<br/>
Mu iyanu ojo oni,<br/>
De opin akoko gbogbo.</p> <p>2. Ki gbogbo orile-ede,<br/>
Ko orin ogo Olorun,<br/>
Ki a si ko gbogbo aiye,<br/>
N’ ise Olurapada wa.</p> <p>3. Olutunu at’ Amona,<br/>
Joba ijo enia Re,<br/>
K’araiye mo ibukun Re,<br/>
Emi anu, oto, ife.</p> "
195,<title>OKAN wa ji; k' eru fo lo - Yoruba Baptist Hymns</title>,"<p>1. OKAN wa ji; k’ eru fo lo,<br/>
Ki gbogbo ifoiya k’o lo;<br/>
Ji, k’ o sis are ‘je orun,<br/>
Si fi igboiya ayo han.</p> <p>2. Loto, elegun l’ ona wa,<br/>
Eran ara si ma s’ are;<br/>
Sugbon nwon gbagbe Oluwa,<br/>
Ti nf’ agbara fun enia Re.</p> <p>3. Oluwa, ipa Enit’ o<br/>
J’ otun at’ ewe titi lai,<br/>
T’ o si f’ idi mu ‘le titi,<br/>
At’ aiye d’ aiye yio ma lo.</p> <p>4. Lat’ ara Re, Orisun nla<br/>
L’ okan wa y’o mu amuyo;<br/>
Gb’ awon t’ o gbekel’ ara won<br/>
Ba subu, tin won ba si ku.</p> <p>5. Gege b’ idi ti yara fo,<br/>
Be l’ ao fo lo s’ ibugbe Re;<br/>
Emi wa yio si f’ ayo lo,<br/>
Laise are l’ ona orun.</p> "
